Hand,RAISE 100,CALL,FOLD,RAISE 100 EV,CALL EV,FOLD EV
Js7s,37.6464844,62.3535275,0,6.20184517,6.18575335,0.00000095
Js8s,59.399426,40.6005859,0,8.57982755,8.55434525,0.00000095
Js9s,43.0419922,56.9580197,0,11.8421311,11.8227089,-0.000001
JsTs,98.8891721,1.11083984,0,15.9114265,15.4369612,0
Qs2c,0.02441406,0.10070801,99.8748779,-1.506321,-0.6476841,0
Qs3c,0.18310547,0.35858154,99.458313,-1.0070829,-0.3797131,0
Qs4c,0.14648438,29.8583984,69.9951172,-0.5027657,0.00021935,0.00000095
Qs5c,0.09460449,16.8701172,83.0352783,-0.6909599,-0.0007563,0
Qs6c,0.35247803,98.6648679,0.9826541,0.1587162,0.30114841,-0.000001
Qs7c,0.38146973,99.2004514,0.4180789,0.49051762,0.61109352,0.00000095
Qs8c,0.76751709,99.2019773,0.03050566,2.57275248,2.57301092,0
Qs9c,24.2919922,75.7080197,0,6.00561118,5.99460363,0
QsTc,14.6728516,85.3271604,0,9.74252683,9.73489174,0.00000095
QsJc,14.8681641,85.1318479,0,11.5782185,11.5747331,0
QsQc,99.9847412,0.01525879,0,77.7883835,48.8174553,0
Qs2d,0.02441406,0.10070801,99.8748779,-1.506321,-0.6476841,0
Qs3d,0.18310547,0.35858154,99.458313,-1.0070829,-0.3797131,0
Qs4d,0.14648438,29.8583984,69.9951172,-0.5027657,0.00021935,0.00000095
Qs5d,0.09460449,16.8701172,83.0352783,-0.6909599,-0.0007563,0
Qs6d,0.35247803,98.6648679,0.9826541,0.1587162,0.30114841,-0.000001
Qs7d,0.38146973,99.2004514,0.4180789,0.49051762,0.61109352,0.00000095
Qs8d,0.76751709,99.2019773,0.03050566,2.57275248,2.57301092,0
Qs9d,24.2919922,75.7080197,0,6.00561118,5.99460363,0
QsTd,14.6728516,85.3271604,0,9.74252683,9.73489174,0.00000095
QsJd,14.8681641,85.1318479,0,11.5782185,11.5747331,0
QsQd,99.9847412,0.01525879,0,77.7883835,48.8174553,0
Qs2h,0.02441406,0.10070801,99.8748779,-1.506321,-0.6476841,0
Qs3h,0.18310547,0.35858154,99.458313,-1.0070829,-0.3797131,0
Qs4h,0.14648438,29.8583984,69.9951172,-0.5027657,0.00021935,0.00000095
Qs5h,0.09460449,16.8701172,83.0352783,-0.6909599,-0.0007563,0
Qs6h,0.35247803,98.6648679,0.9826541,0.1587162,0.30114841,-0.000001
Qs7h,0.38146973,99.2004514,0.4180789,0.49051762,0.61109352,0.00000095
Qs8h,0.76751709,99.2019773,0.03050566,2.57275248,2.57301092,0
Qs9h,24.2919922,75.7080197,0,6.00561118,5.99460363,0
QsTh,14.6728516,85.3271604,0,9.74252683,9.73489174,0.00000095
QsJh,14.8681641,85.1318479,0,11.5782185,11.5747331,0
QsQh,99.9847412,0.01525879,0,77.7883835,48.8174553,0
Qs2s,12.0605469,87.939465,0,4.12353468,4.1198535,-0.000001
Qs3s,21.5209961,78.4790158,0,4.52267027,4.51319599,0.00000095
Qs4s,16.6748047,83.3252072,0,4.75500059,4.74778557,0.00000095
Qs5s,4.94995117,95.0500607,0,5.813416,5.81144905,0
Qs6s,35.9619141,64.0380979,0,6.29214311,6.27925777,0
Qs7s,33.9599609,66.040051,0,7.08063936,7.06780005,0.00000095
Qs8s,43.8476562,56.1523557,0,9.18165213,9.16742426,0
Qs9s,29.7851562,70.2148557,0,11.6224619,11.6108099,0
QsTs,99.2569089,0.74310303,0,16.8509154,15.9822412,0
QsJs,99.6795774,0.32043457,0,19.4707623,17.8051076,0
Ks2c,0.12664795,1.12762451,98.7457275,-0.8192492,-0.1237764,0
Ks3c,6.92749023,85.8154416,7.25706816,0.00695133,0.01164818,0
Ks4c,0.37231445,99.0478635,0.57982206,0.44807816,0.49311447,0.00000095
Ks5c,1.69525146,98.2010007,0.10374785,0.97181511,0.97356606,0
Ks6c,5.41687012,94.5312619,0.05186796,1.37400627,1.37740898,0
Ks7c,11.9018555,88.0432248,0.05491972,1.86354256,1.86118317,0
Ks8c,4.06494141,95.9350705,0,2.87998343,2.88149834,0
Ks9c,16.3085938,83.6914182,0,6.6668272,6.65813112,0.00000095
KsTc,25.6591797,74.3408322,0,9.98490731,9.9739036,0
KsJc,35.5957031,64.4043088,0,12.284267,12.2730153,0
KsQc,81.7627072,18.2373047,0,15.7832699,15.7745252,0
KsKc,99.9847412,0.01525879,0,98.4973221,56.7691917,0.00000095
Ks2d,0.12664795,1.12762451,98.7457275,-0.8192492,-0.1237764,0
Ks3d,6.92749023,85.8154416,7.25706816,0.00695133,0.01164818,0
Ks4d,0.37231445,99.0478635,0.57982206,0.44807816,0.49311447,0.00000095
Ks5d,1.69525146,98.2010007,0.10374785,0.97181511,0.97356606,0
Ks6d,5.41687012,94.5312619,0.05186796,1.37400627,1.37740898,0
Ks7d,11.9018555,88.0432248,0.05491972,1.86354256,1.86118317,0
Ks8d,4.06494141,95.9350705,0,2.87998343,2.88149834,0
Ks9d,16.3085938,83.6914182,0,6.6668272,6.65813112,0.00000095
KsTd,25.6591797,74.3408322,0,9.98490731,9.9739036,0
KsJd,35.5957031,64.4043088,0,12.284267,12.2730153,0
KsQd,81.7627072,18.2373047,0,15.7832699,15.7745252,0
KsKd,99.9847412,0.01525879,0,98.4973221,56.7691917,0.00000095
Ks2h,0.12664795,1.12762451,98.7457275,-0.8192492,-0.1237764,0
Ks3h,6.92749023,85.8154416,7.25706816,0.00695133,0.01164818,0
Ks4h,0.37231445,99.0478635,0.57982206,0.44807816,0.49311447,0.00000095
Ks5h,1.69525146,98.2010007,0.10374785,0.97181511,0.97356606,0
Ks6h,5.41687012,94.5312619,0.05186796,1.37400627,1.37740898,0
Ks7h,11.9018555,88.0432248,0.05491972,1.86354256,1.86118317,0
Ks8h,4.06494141,95.9350705,0,2.87998343,2.88149834,0
Ks9h,16.3085938,83.6914182,0,6.6668272,6.65813112,0.00000095
KsTh,25.6591797,74.3408322,0,9.98490731,9.9739036,0
KsJh,35.5957031,64.4043088,0,12.284267,12.2730153,0
KsQh,81.7627072,18.2373047,0,15.7832699,15.7745252,0
KsKh,99.9847412,0.01525879,0,98.4973221,56.7691917,0.00000095
Ks2s,26.2695312,73.7304807,0,5.42958355,5.423841,0
Ks3s,85.0952268,14.9047852,0,6.27342892,6.24537277,-0.000001
Ks4s,55.1513791,44.8486328,0,6.33192253,6.31320238,0
Ks5s,27.9296875,72.0703244,0,7.29378819,7.28413701,0
Ks6s,33.3740234,66.6259885,0,8.37535882,8.36573076,0
Ks7s,28.7109375,71.2890744,0,9.08313519,9.07385773,0
Ks8s,16.6748047,83.3252072,0,10.0198537,10.0149422,0
Ks9s,85.4614377,14.5385742,0,13.7169521,13.7053404,0
KsTs,99.6917844,0.30822754,0,18.1759605,16.9478459,0
KsJs,99.7558713,0.24414063,0,20.8525658,18.8146315,0
KsQs,99.9633908,0.03662109,0,25.3109217,22.3598585,0
As2c,0.10070801,99.8993039,0,2.87542725,3.27973366,0
As3c,0.19836426,99.8016477,0,3.41401052,3.72603941,0
As4c,0.19836426,99.8016477,0,4.33079529,4.63558578,0
As5c,0.40893555,99.5910764,0,5.7598443,5.948596,-0.000001
As6c,1.24359131,98.7564206,0,5.1799345,5.18161249,0
As7c,12.9516602,87.0483518,0,5.92705297,5.92179155,0.00000095
As8c,10.6201172,89.3798947,0,7.40899801,7.40657163,0
As9c,43.2128906,56.7871213,0,9.35481155,9.33958054,0.00000095
AsTc,70.0439572,29.9560547,0,13.9547608,13.9342208,0
AsJc,95.2087522,4.79125977,0,16.5404306,16.5167046,0
AsQc,99.9755979,0.02441406,0,23.2506275,19.3290167,-0.000001
AsKc,99.9755979,0.02441406,0,36.8346844,21.5566034,0
AsAc,99.9847412,0.01525879,0,120.815224,66.3916931,0
As2d,0.10070801,99.8993039,0,2.87542725,3.27973366,0
As3d,0.19836426,99.8016477,0,3.41401052,3.72603941,0
As4d,0.19836426,99.8016477,0,4.33079529,4.63558578,0
As5d,0.40893555,99.5910764,0,5.7598443,5.948596,-0.000001
As6d,1.24359131,98.7564206,0,5.1799345,5.18161249,0
As7d,12.9516602,87.0483518,0,5.92705297,5.92179155,0.00000095
As8d,10.6201172,89.3798947,0,7.40899801,7.40657163,0
As9d,43.2128906,56.7871213,0,9.35481155,9.33958054,0.00000095
AsTd,70.0439572,29.9560547,0,13.9547608,13.9342208,0
AsJd,95.2087522,4.79125977,0,16.5404306,16.5167046,0
AsQd,99.9755979,0.02441406,0,23.2506275,19.3290167,-0.000001
AsKd,99.9755979,0.02441406,0,36.8346844,21.5566034,0
AsAd,99.9847412,0.01525879,0,120.815224,66.3916931,0
As2h,0.10070801,99.8993039,0,2.87542725,3.27973366,0
As3h,0.19836426,99.8016477,0,3.41401052,3.72603941,0
As4h,0.19836426,99.8016477,0,4.33079529,4.63558578,0
As5h,0.40893555,99.5910764,0,5.7598443,5.948596,-0.000001
As6h,1.24359131,98.7564206,0,5.1799345,5.18161249,0
As7h,12.9516602,87.0483518,0,5.92705297,5.92179155,0.00000095
As8h,10.6201172,89.3798947,0,7.40899801,7.40657163,0
As9h,43.2128906,56.7871213,0,9.35481155,9.33958054,0.00000095
AsTh,70.0439572,29.9560547,0,13.9547608,13.9342208,0
AsJh,95.2087522,4.79125977,0,16.5404306,16.5167046,0
AsQh,99.9755979,0.02441406,0,23.2506275,19.3290167,-0.000001
AsKh,99.9755979,0.02441406,0,36.8346844,21.5566034,0
AsAh,99.9847412,0.01525879,0,120.815224,66.3916931,0
As2s,20.6665039,79.333508,0,10.1013556,10.1053972,0
As3s,60.1318479,39.8681641,0,11.339957,11.3382762,0.00000095
As4s,84.6069455,15.3930664,0,11.3634613,11.356088,0
As5s,88.6535764,11.3464355,0,13.2639813,13.2622633,0.00000095
As6s,32.2021484,67.7978635,0,13.2166684,13.2123604,0
As7s,23.6694336,76.3305783,0,13.3922234,13.3886213,0
As8s,65.7226682,34.2773438,0,14.8408475,14.8377194,0
As9s,99.6643186,0.33569336,0,17.2398949,16.9445334,0.00000095
AsTs,99.8916745,0.1083374,0,23.849493,21.1337938,0
AsJs,99.9847412,0.01525879,0,26.0232658,22.9215231,0
AsQs,99.9847412,0.01525879,0,33.4047184,26.0023422,0
AsKs,99.9755979,0.02441406,0,46.0917816,28.4648285,-0.000001
