Hand,RAISE 100,CALL,FOLD,RAISE 100 EV,CALL EV,FOLD EV
3c2c,8.80126953,90.8813596,0.31737089,0.97236633,0.97620773,0.00000095
3c2d,0.03662109,0.06561279,99.8977661,-3.3285513,-2.3646469,-0.000001
3c2h,0.03662109,0.06561279,99.8977661,-3.3285513,-2.3646469,-0.000001
3c2s,0.03662109,0.06561279,99.8977661,-3.3285513,-2.3646469,-0.000001
4c2c,3.7689209,95.8465695,0.38450956,1.19112015,1.19759846,0
4c3c,13.8427734,86.0962033,0.06102324,3.1899457,3.18678141,0
4c2d,0.01525879,0.03814697,99.9465942,-3.524024,-2.4692831,0.00000095
4c3d,0.03662109,0.07629395,99.887085,-2.0015707,-0.9881163,0
4c2h,0.01525879,0.03814697,99.9465942,-3.524024,-2.4692831,0.00000095
4c3h,0.03662109,0.07629395,99.887085,-2.0015707,-0.9881163,0
4c2s,0.01525879,0.03814697,99.9465942,-3.524024,-2.4692831,0.00000095
4c3s,0.03662109,0.07629395,99.887085,-2.0015707,-0.9881163,0
5c2c,15.8691406,84.0576291,0.07323027,1.57888317,1.57309341,0
5c3c,2.0111084,97.9263425,0.06254911,3.67669582,3.67959881,0
5c4c,95.816052,4.13818359,0.04576445,4.76526976,4.6642561,0
5c2d,0.03662109,0.06561279,99.8977661,-2.8272152,-1.9762602,0.00000095
5c3d,0.10070801,12.1520996,87.7471924,-0.728261,-0.0002089,0
5c4d,0.19378662,34.0332031,65.7730103,-0.3528328,0.00052166,0
5c2h,0.03662109,0.06561279,99.8977661,-2.8272152,-1.9762602,0.00000095
5c3h,0.10070801,12.1520996,87.7471924,-0.728261,-0.0002089,0
5c4h,0.19378662,34.0332031,65.7730103,-0.3528328,0.00052166,0
5c2s,0.03662109,0.06561279,99.8977661,-2.8272152,-1.9762602,0.00000095
5c3s,0.10070801,12.1520996,87.7471924,-0.728261,-0.0002089,0
5c4s,0.19378662,34.0332031,65.7730103,-0.3528328,0.00052166,0
6c2c,0.340271,98.1765866,1.48314238,-0.1068783,0.3079052,0
6c3c,25.5126953,74.4384885,0.0488162,2.52660465,2.52061176,0
6c4c,29.0283203,70.9228635,0.0488162,3.37211657,3.36236334,0.00000095
6c5c,96.3836789,3.5736084,0.04271269,5.61833811,5.23659945,0.00000095
6c2d,0.01525879,0.03814697,99.9465942,-5.4605026,-3.8075705,0
6c3d,0.03662109,0.06256104,99.9008179,-3.0698681,-2.1092024,0
6c4d,0.03662109,0.07629395,99.887085,-2.2024269,-1.232089,0
6c5d,7.15332031,90.850842,1.99583769,0.08498955,0.08795166,0.00000095
6c2h,0.01525879,0.03814697,99.9465942,-5.4605026,-3.8075705,0
6c3h,0.03662109,0.06256104,99.9008179,-3.0698681,-2.1092024,0
6c4h,0.03662109,0.07629395,99.887085,-2.2024269,-1.232089,0
6c5h,7.15332031,90.850842,1.99583769,0.08498955,0.08795166,0.00000095
6c2s,0.01525879,0.03814697,99.9465942,-5.4605026,-3.8075705,0
6c3s,0.03662109,0.06256104,99.9008179,-3.0698681,-2.1092024,0
6c4s,0.03662109,0.07629395,99.887085,-2.2024269,-1.232089,0
6c5s,7.15332031,90.850842,1.99583769,0.08498955,0.08795166,0.00000095
7c2c,0.19073486,0.21362305,99.5956421,-1.1616278,-0.4013662,0.00000095
7c3c,2.82897949,96.5179563,0.65306425,0.69754314,0.70481491,0
7c4c,42.5048828,57.446301,0.0488162,3.18484402,3.17409515,0
7c5c,63.5009885,36.4746094,0.02440214,4.43171883,4.41003942,-0.000001
7c6c,98.0102658,1.98974609,0,6.89041257,6.26439691,0
7c2d,0.01525879,0.03662109,99.9481201,-6.0783253,-4.3238249,0
7c3d,0.03662109,0.06256104,99.9008179,-3.898654,-3.0730782,0
7c4d,0.03662109,0.06256104,99.9008179,-2.4988441,-1.6159191,0
7c5d,0.21972656,63.4765744,36.303699,-0.1080933,0.00069809,0
7c6d,22.8881836,77.0263791,0.0854373,1.09742355,1.10067368,0
7c2h,0.01525879,0.03662109,99.9481201,-6.0783253,-4.3238249,0
7c3h,0.03662109,0.06256104,99.9008179,-3.898654,-3.0730782,0
7c4h,0.03662109,0.06256104,99.9008179,-2.4988441,-1.6159191,0
7c5h,0.21972656,63.4765744,36.303699,-0.1080933,0.00069809,0
7c6h,22.8881836,77.0263791,0.0854373,1.09742355,1.10067368,0
7c2s,0.01525879,0.03662109,99.9481201,-6.0783253,-4.3238249,0
7c3s,0.03662109,0.06256104,99.9008179,-3.898654,-3.0730782,0
7c4s,0.03662109,0.06256104,99.9008179,-2.4988441,-1.6159191,0
7c5s,0.21972656,63.4765744,36.303699,-0.1080933,0.00069809,0
7c6s,22.8881836,77.0263791,0.0854373,1.09742355,1.10067368,0
8c2c,0.26245117,0.34942627,99.3881226,-0.6302071,-0.0873127,0
8c3c,0.45013428,97.7539182,1.79594755,0.06282616,0.20840645,-0.000001
8c4c,24.3530273,75.5737424,0.07323027,1.44544888,1.44209957,0.00000095
8c5c,50.5859494,49.3896484,0.02440214,4.25768137,4.24138832,-0.000001
8c6c,97.2381711,2.76184082,0,6.10333371,5.85185385,-0.000001
8c7c,77.6367307,22.3632812,0,6.80717325,6.79115272,0
8c2d,0.01525879,0.03662109,99.9481201,-4.9446316,-3.4653702,0
8c3d,0.03662109,0.02441406,99.9389648,-5.1891327,-3.9547014,0.00000095
8c4d,0.03662109,0.05950928,99.9038696,-3.1425285,-2.3874674,0
8c5d,0.19226074,0.18920898,99.6185303,-1.4554729,-0.7637186,0.00000095
8c6d,25.8056641,73.7548947,0.4394412,0.64117622,0.64038181,-0.000001
8c7d,21.4111328,78.540051,0.0488162,1.72278309,1.72175694,0.00000095
8c2h,0.01525879,0.03662109,99.9481201,-4.9446316,-3.4653702,0
8c3h,0.03662109,0.02441406,99.9389648,-5.1891327,-3.9547014,0.00000095
8c4h,0.03662109,0.05950928,99.9038696,-3.1425285,-2.3874674,0
8c5h,0.19226074,0.18920898,99.6185303,-1.4554729,-0.7637186,0.00000095
8c6h,25.8056641,73.7548947,0.4394412,0.64117622,0.64038181,-0.000001
8c7h,21.4111328,78.540051,0.0488162,1.72278309,1.72175694,0.00000095
8c2s,0.01525879,0.03662109,99.9481201,-4.9446316,-3.4653702,0
8c3s,0.03662109,0.02441406,99.9389648,-5.1891327,-3.9547014,0.00000095
8c4s,0.03662109,0.05950928,99.9038696,-3.1425285,-2.3874674,0
8c5s,0.19226074,0.18920898,99.6185303,-1.4554729,-0.7637186,0.00000095
8c6s,25.8056641,73.7548947,0.4394412,0.64117622,0.64038181,-0.000001
8c7s,21.4111328,78.540051,0.0488162,1.72278309,1.72175694,0.00000095
9c2c,0.5065918,98.5046506,0.98875761,0.64283085,0.76638699,0
9c3c,11.0717773,88.8000607,0.12816191,1.26418591,1.2666111,0
9c4c,0.65765381,99.1592526,0.18309355,0.97378635,1.16951275,-0.000001
9c5c,8.52050781,91.4123654,0.06712675,2.93439102,2.93751001,0
9c6c,59.6679807,40.3076172,0.02440214,4.57151604,4.5545783,0.00000095
9c7c,95.840466,4.1595459,0,6.44159603,6.40035009,-0.000001
9c8c,92.2973752,7.70263672,0,9.39453709,9.3753885,0.00000095
9c2d,0.01525879,0.03662109,99.9481201,-4.2035456,-2.9338837,0
9c3d,0.03662109,0.06256104,99.9008179,-3.8875389,-2.9280901,-0.000001
9c4d,0.03662109,0.06256104,99.9008179,-3.320056,-2.2083912,0
9c5d,0.03662109,0.05950928,99.9038696,-2.3368206,-1.519681,0
9c6d,0.16784668,53.2959104,46.536243,-0.1981306,0.00158501,0
9c7d,20.5566406,79.3823361,0.06102324,1.23040104,1.22898674,0
9c8d,14.9780273,84.9975705,0.02440214,3.71402311,3.71287107,0
9c2h,0.01525879,0.03662109,99.9481201,-4.2035456,-2.9338837,0
9c3h,0.03662109,0.06256104,99.9008179,-3.8875389,-2.9280901,-0.000001
9c4h,0.03662109,0.06256104,99.9008179,-3.320056,-2.2083912,0
9c5h,0.03662109,0.05950928,99.9038696,-2.3368206,-1.519681,0
9c6h,0.16784668,53.2959104,46.536243,-0.1981306,0.00158501,0
9c7h,20.5566406,79.3823361,0.06102324,1.23040104,1.22898674,0
9c8h,14.9780273,84.9975705,0.02440214,3.71402311,3.71287107,0
9c2s,0.01525879,0.03662109,99.9481201,-4.2035456,-2.9338837,0
9c3s,0.03662109,0.06256104,99.9008179,-3.8875389,-2.9280901,-0.000001
9c4s,0.03662109,0.06256104,99.9008179,-3.320056,-2.2083912,0
9c5s,0.03662109,0.05950928,99.9038696,-2.3368206,-1.519681,0
9c6s,0.16784668,53.2959104,46.536243,-0.1981306,0.00158501,0
9c7s,20.5566406,79.3823361,0.06102324,1.23040104,1.22898674,0
9c8s,14.9780273,84.9975705,0.02440214,3.71402311,3.71287107,0
Tc2c,0.44250488,99.5239377,0.03355742,1.5704813,1.76390839,0
Tc3c,0.73394775,99.1653562,0.10069609,1.88209534,1.89078522,0
Tc4c,0.28533936,99.7146726,0,1.90071201,2.47549534,0
Tc5c,0.58441162,99.3270993,0.08848906,3.23854923,3.37610149,0
Tc6c,30.6396484,69.3359494,0.02440214,4.95492649,4.94536877,0
Tc7c,72.7539182,27.2460938,0,5.98846579,5.96673393,0.00000095
Tc8c,45.2148438,54.7851682,0,8.13302135,8.11803281,0.00000095
Tc9c,68.7011838,31.2988281,0,11.4413322,11.4235125,0
Tc2d,0.03662109,0.05950928,99.9038696,-3.5793743,-2.2191725,0
Tc3d,0.03662109,0.05950928,99.9038696,-2.9790268,-1.9749041,0.00000095
Tc4d,0.03662109,0.07629395,99.887085,-3.3535776,-1.7304993,0
Tc5d,0.03662109,0.07629395,99.887085,-2.2343473,-1.0945921,0
Tc6d,0.26550293,0.33111572,99.4033813,-0.973587,-0.3691816,0
Tc7d,5.8380127,93.6035275,0.55845976,0.64363289,0.65388966,-0.000001
Tc8d,23.6328125,76.3305783,0.03660917,3.43047762,3.4239378,0
Tc9d,18.6767578,81.3232541,0,6.22353029,6.21357274,0.00000095
Tc2h,0.03662109,0.05950928,99.9038696,-3.5793743,-2.2191725,0
Tc3h,0.03662109,0.05950928,99.9038696,-2.9790268,-1.9749041,0.00000095
Tc4h,0.03662109,0.07629395,99.887085,-3.3535776,-1.7304993,0
Tc5h,0.03662109,0.07629395,99.887085,-2.2343473,-1.0945921,0
Tc6h,0.26550293,0.33111572,99.4033813,-0.973587,-0.3691816,0
Tc7h,5.8380127,93.6035275,0.55845976,0.64363289,0.65388966,-0.000001
Tc8h,23.6328125,76.3305783,0.03660917,3.43047762,3.4239378,0
Tc9h,18.6767578,81.3232541,0,6.22353029,6.21357274,0.00000095
Tc2s,0.03662109,0.05950928,99.9038696,-3.5793743,-2.2191725,0
Tc3s,0.03662109,0.05950928,99.9038696,-2.9790268,-1.9749041,0.00000095
Tc4s,0.03662109,0.07629395,99.887085,-3.3535776,-1.7304993,0
Tc5s,0.03662109,0.07629395,99.887085,-2.2343473,-1.0945921,0
Tc6s,0.26550293,0.33111572,99.4033813,-0.973587,-0.3691816,0
Tc7s,5.8380127,93.6035275,0.55845976,0.64363289,0.65388966,-0.000001
Tc8s,23.6328125,76.3305783,0.03660917,3.43047762,3.4239378,0
Tc9s,18.6767578,81.3232541,0,6.22353029,6.21357274,0.00000095
Jc2c,0.45928955,99.5407224,0,2.53344679,2.66113377,0
Jc3c,25.1464844,74.8291135,0.02440214,3.87195396,3.86140871,0.00000095
Jc4c,0.74157715,99.1897702,0.06865263,3.5506773,3.5849123,-0.000001
Jc5c,8.56323242,91.4367795,0,5.21250439,5.20372009,0.00000095
Jc6c,1.83410645,98.1292844,0.03660917,4.90968275,5.02291584,0
Jc7c,37.6464844,62.3535275,0,6.20184517,6.18575335,0.00000095
Jc8c,59.399426,40.6005859,0,8.57982755,8.55434525,0.00000095
Jc9c,43.0419922,56.9580197,0,11.8421311,11.8227089,-0.000001
JcTc,98.8891721,1.11083984,0,15.9114265,15.4369612,0
Jc2d,0.03662109,0.07629395,99.887085,-2.5183172,-1.2146101,0
Jc3d,0.03662109,0.07629395,99.887085,-2.0360403,-1.1104994,0
Jc4d,0.02441406,0.22277832,99.7528076,-1.3159151,-0.3804054,0
Jc5d,0.18310547,0.35858154,99.458313,-1.1437235,-0.1904793,0
Jc6d,0.14190674,1.13525391,98.7228394,-0.8724613,-0.0507021,0.00000095
Jc7d,0.39520264,98.7793088,0.82548857,0.39896488,0.52654552,0.00000095
Jc8d,3.13110352,96.8200803,0.0488162,2.62583542,2.62236166,0
Jc9d,18.7988281,81.2011838,0,6.23265433,6.22051835,0
JcTd,13.3544922,86.6455197,0,9.56380054,9.55118367,0.00000095
Jc2h,0.03662109,0.07629395,99.887085,-2.5183172,-1.2146101,0
Jc3h,0.03662109,0.07629395,99.887085,-2.0360403,-1.1104994,0
Jc4h,0.02441406,0.22277832,99.7528076,-1.3159151,-0.3804054,0
Jc5h,0.18310547,0.35858154,99.458313,-1.1437235,-0.1904793,0
Jc6h,0.14190674,1.13525391,98.7228394,-0.8724613,-0.0507021,0.00000095
Jc7h,0.39520264,98.7793088,0.82548857,0.39896488,0.52654552,0.00000095
Jc8h,3.13110352,96.8200803,0.0488162,2.62583542,2.62236166,0
Jc9h,18.7988281,81.2011838,0,6.23265433,6.22051835,0
JcTh,13.3544922,86.6455197,0,9.56380054,9.55118367,0.00000095
Jc2s,0.03662109,0.07629395,99.887085,-2.5183172,-1.2146101,0
Jc3s,0.03662109,0.07629395,99.887085,-2.0360403,-1.1104994,0
Jc4s,0.02441406,0.22277832,99.7528076,-1.3159151,-0.3804054,0
Jc5s,0.18310547,0.35858154,99.458313,-1.1437235,-0.1904793,0
Jc6s,0.14190674,1.13525391,98.7228394,-0.8724613,-0.0507021,0.00000095
Jc7s,0.39520264,98.7793088,0.82548857,0.39896488,0.52654552,0.00000095
Jc8s,3.13110352,96.8200803,0.0488162,2.62583542,2.62236166,0
Jc9s,18.7988281,81.2011838,0,6.23265433,6.22051835,0
JcTs,13.3544922,86.6455197,0,9.56380054,9.55118367,0.00000095
Qc2c,12.0605469,87.939465,0,4.12353468,4.1198535,-0.000001
Qc3c,21.5209961,78.4790158,0,4.52267027,4.51319599,0.00000095
Qc4c,16.6748047,83.3252072,0,4.75500059,4.74778557,0.00000095
Qc5c,4.94995117,95.0500607,0,5.813416,5.81144905,0
Qc6c,35.9619141,64.0380979,0,6.29214311,6.27925777,0
Qc7c,33.9599609,66.040051,0,7.08063936,7.06780005,0.00000095
Qc8c,43.8476562,56.1523557,0,9.18165213,9.16742426,0
Qc9c,29.7851562,70.2148557,0,11.6224619,11.6108099,0
QcTc,99.2569089,0.74310303,0,16.8509154,15.9822412,0
QcJc,99.6795774,0.32043457,0,19.4707623,17.8051076,0
Qc2d,0.02441406,0.10070801,99.8748779,-1.506321,-0.6476841,0
Qc3d,0.18310547,0.35858154,99.458313,-1.0070829,-0.3797131,0
Qc4d,0.14648438,29.8583984,69.9951172,-0.5027657,0.00021935,0.00000095
Qc5d,0.09460449,16.8701172,83.0352783,-0.6909599,-0.0007563,0
Qc6d,0.35247803,98.6648679,0.9826541,0.1587162,0.30114841,-0.000001
Qc7d,0.38146973,99.2004514,0.4180789,0.49051762,0.61109352,0.00000095
Qc8d,0.76751709,99.2019773,0.03050566,2.57275248,2.57301092,0
Qc9d,24.2919922,75.7080197,0,6.00561118,5.99460363,0
QcTd,14.6728516,85.3271604,0,9.74252683,9.73489174,0.00000095
QcJd,14.8681641,85.1318479,0,11.5782185,11.5747331,0
Qc2h,0.02441406,0.10070801,99.8748779,-1.506321,-0.6476841,0
Qc3h,0.18310547,0.35858154,99.458313,-1.0070829,-0.3797131,0
Qc4h,0.14648438,29.8583984,69.9951172,-0.5027657,0.00021935,0.00000095
Qc5h,0.09460449,16.8701172,83.0352783,-0.6909599,-0.0007563,0
Qc6h,0.35247803,98.6648679,0.9826541,0.1587162,0.30114841,-0.000001
Qc7h,0.38146973,99.2004514,0.4180789,0.49051762,0.61109352,0.00000095
Qc8h,0.76751709,99.2019773,0.03050566,2.57275248,2.57301092,0
Qc9h,24.2919922,75.7080197,0,6.00561118,5.99460363,0
QcTh,14.6728516,85.3271604,0,9.74252683,9.73489174,0.00000095
QcJh,14.8681641,85.1318479,0,11.5782185,11.5747331,0
Qc2s,0.02441406,0.10070801,99.8748779,-1.506321,-0.6476841,0
Qc3s,0.18310547,0.35858154,99.458313,-1.0070829,-0.3797131,0
Qc4s,0.14648438,29.8583984,69.9951172,-0.5027657,0.00021935,0.00000095
Qc5s,0.09460449,16.8701172,83.0352783,-0.6909599,-0.0007563,0
Qc6s,0.35247803,98.6648679,0.9826541,0.1587162,0.30114841,-0.000001
Qc7s,0.38146973,99.2004514,0.4180789,0.49051762,0.61109352,0.00000095
Qc8s,0.76751709,99.2019773,0.03050566,2.57275248,2.57301092,0
Qc9s,24.2919922,75.7080197,0,6.00561118,5.99460363,0
QcTs,14.6728516,85.3271604,0,9.74252683,9.73489174,0.00000095
QcJs,14.8681641,85.1318479,0,11.5782185,11.5747331,0
Kc2c,26.2695312,73.7304807,0,5.42958355,5.423841,0
Kc3c,85.0952268,14.9047852,0,6.27342892,6.24537277,-0.000001
Kc4c,55.1513791,44.8486328,0,6.33192253,6.31320238,0
Kc5c,27.9296875,72.0703244,0,7.29378819,7.28413701,0
Kc6c,33.3740234,66.6259885,0,8.37535882,8.36573076,0
Kc7c,28.7109375,71.2890744,0,9.08313519,9.07385773,0
Kc8c,16.6748047,83.3252072,0,10.0198537,10.0149422,0
Kc9c,85.4614377,14.5385742,0,13.7169521,13.7053404,0
KcTc,99.6917844,0.30822754,0,18.1759605,16.9478459,0
KcJc,99.7558713,0.24414063,0,20.8525658,18.8146315,0
KcQc,99.9633908,0.03662109,0,25.3109217,22.3598585,0
Kc2d,0.12664795,1.12762451,98.7457275,-0.8192492,-0.1237764,0
Kc3d,6.92749023,85.8154416,7.25706816,0.00695133,0.01164818,0
Kc4d,0.37231445,99.0478635,0.57982206,0.44807816,0.49311447,0.00000095
Kc5d,1.69525146,98.2010007,0.10374785,0.97181511,0.97356606,0
Kc6d,5.41687012,94.5312619,0.05186796,1.37400627,1.37740898,0
Kc7d,11.9018555,88.0432248,0.05491972,1.86354256,1.86118317,0
Kc8d,4.06494141,95.9350705,0,2.87998343,2.88149834,0
Kc9d,16.3085938,83.6914182,0,6.6668272,6.65813112,0.00000095
KcTd,25.6591797,74.3408322,0,9.98490731,9.9739036,0
KcJd,35.5957031,64.4043088,0,12.284267,12.2730153,0
KcQd,81.7627072,18.2373047,0,15.7832699,15.7745252,0
Kc2h,0.12664795,1.12762451,98.7457275,-0.8192492,-0.1237764,0
Kc3h,6.92749023,85.8154416,7.25706816,0.00695133,0.01164818,0
Kc4h,0.37231445,99.0478635,0.57982206,0.44807816,0.49311447,0.00000095
Kc5h,1.69525146,98.2010007,0.10374785,0.97181511,0.97356606,0
Kc6h,5.41687012,94.5312619,0.05186796,1.37400627,1.37740898,0
Kc7h,11.9018555,88.0432248,0.05491972,1.86354256,1.86118317,0
Kc8h,4.06494141,95.9350705,0,2.87998343,2.88149834,0
Kc9h,16.3085938,83.6914182,0,6.6668272,6.65813112,0.00000095
KcTh,25.6591797,74.3408322,0,9.98490731,9.9739036,0
KcJh,35.5957031,64.4043088,0,12.284267,12.2730153,0
KcQh,81.7627072,18.2373047,0,15.7832699,15.7745252,0
Kc2s,0.12664795,1.12762451,98.7457275,-0.8192492,-0.1237764,0
Kc3s,6.92749023,85.8154416,7.25706816,0.00695133,0.01164818,0
Kc4s,0.37231445,99.0478635,0.57982206,0.44807816,0.49311447,0.00000095
Kc5s,1.69525146,98.2010007,0.10374785,0.97181511,0.97356606,0
Kc6s,5.41687012,94.5312619,0.05186796,1.37400627,1.37740898,0
Kc7s,11.9018555,88.0432248,0.05491972,1.86354256,1.86118317,0
Kc8s,4.06494141,95.9350705,0,2.87998343,2.88149834,0
Kc9s,16.3085938,83.6914182,0,6.6668272,6.65813112,0.00000095
KcTs,25.6591797,74.3408322,0,9.98490731,9.9739036,0
KcJs,35.5957031,64.4043088,0,12.284267,12.2730153,0
KcQs,81.7627072,18.2373047,0,15.7832699,15.7745252,0
Ac2c,20.6665039,79.333508,0,10.1013556,10.1053972,0
Ac3c,60.1318479,39.8681641,0,11.339957,11.3382762,0.00000095
Ac4c,84.6069455,15.3930664,0,11.3634613,11.356088,0
Ac5c,88.6535764,11.3464355,0,13.2639813,13.2622633,0.00000095
Ac6c,32.2021484,67.7978635,0,13.2166684,13.2123604,0
Ac7c,23.6694336,76.3305783,0,13.3922234,13.3886213,0
Ac8c,65.7226682,34.2773438,0,14.8408475,14.8377194,0
Ac9c,99.6643186,0.33569336,0,17.2398949,16.9445334,0.00000095
AcTc,99.8916745,0.1083374,0,23.849493,21.1337938,0
AcJc,99.9847412,0.01525879,0,26.0232658,22.9215231,0
AcQc,99.9847412,0.01525879,0,33.4047184,26.0023422,0
AcKc,99.9755979,0.02441406,0,46.0917816,28.4648285,-0.000001
Ac2d,0.10070801,99.8993039,0,2.87542725,3.27973366,0
Ac3d,0.19836426,99.8016477,0,3.41401052,3.72603941,0
Ac4d,0.19836426,99.8016477,0,4.33079529,4.63558578,0
Ac5d,0.40893555,99.5910764,0,5.7598443,5.948596,-0.000001
Ac6d,1.24359131,98.7564206,0,5.1799345,5.18161249,0
Ac7d,12.9516602,87.0483518,0,5.92705297,5.92179155,0.00000095
Ac8d,10.6201172,89.3798947,0,7.40899801,7.40657163,0
Ac9d,43.2128906,56.7871213,0,9.35481155,9.33958054,0.00000095
AcTd,70.0439572,29.9560547,0,13.9547608,13.9342208,0
AcJd,95.2087522,4.79125977,0,16.5404306,16.5167046,0
AcQd,99.9755979,0.02441406,0,23.2506275,19.3290167,-0.000001
AcKd,99.9755979,0.02441406,0,36.8346844,21.5566034,0
Ac2h,0.10070801,99.8993039,0,2.87542725,3.27973366,0
Ac3h,0.19836426,99.8016477,0,3.41401052,3.72603941,0
Ac4h,0.19836426,99.8016477,0,4.33079529,4.63558578,0
Ac5h,0.40893555,99.5910764,0,5.7598443,5.948596,-0.000001
Ac6h,1.24359131,98.7564206,0,5.1799345,5.18161249,0
Ac7h,12.9516602,87.0483518,0,5.92705297,5.92179155,0.00000095
Ac8h,10.6201172,89.3798947,0,7.40899801,7.40657163,0
Ac9h,43.2128906,56.7871213,0,9.35481155,9.33958054,0.00000095
AcTh,70.0439572,29.9560547,0,13.9547608,13.9342208,0
AcJh,95.2087522,4.79125977,0,16.5404306,16.5167046,0
AcQh,99.9755979,0.02441406,0,23.2506275,19.3290167,-0.000001
AcKh,99.9755979,0.02441406,0,36.8346844,21.5566034,0
Ac2s,0.10070801,99.8993039,0,2.87542725,3.27973366,0
Ac3s,0.19836426,99.8016477,0,3.41401052,3.72603941,0
Ac4s,0.19836426,99.8016477,0,4.33079529,4.63558578,0
Ac5s,0.40893555,99.5910764,0,5.7598443,5.948596,-0.000001
Ac6s,1.24359131,98.7564206,0,5.1799345,5.18161249,0
Ac7s,12.9516602,87.0483518,0,5.92705297,5.92179155,0.00000095
Ac8s,10.6201172,89.3798947,0,7.40899801,7.40657163,0
Ac9s,43.2128906,56.7871213,0,9.35481155,9.33958054,0.00000095
AcTs,70.0439572,29.9560547,0,13.9547608,13.9342208,0
AcJs,95.2087522,4.79125977,0,16.5404306,16.5167046,0
AcQs,99.9755979,0.02441406,0,23.2506275,19.3290167,-0.000001
AcKs,99.9755979,0.02441406,0,36.8346844,21.5566034,0
2d2c,0.02288818,99.9633908,0.01372099,6.91176772,7.06153607,0
3d2c,0.03662109,0.06561279,99.8977661,-3.3285513,-2.3646469,-0.000001
3d3c,14.5385742,85.4614377,0,8.64190781,8.64826798,0.00000095
3d2d,8.80126953,90.8813596,0.31737089,0.97236633,0.97620773,0.00000095
3d2h,0.03662109,0.06561279,99.8977661,-3.3285513,-2.3646469,-0.000001
3d2s,0.03662109,0.06561279,99.8977661,-3.3285513,-2.3646469,-0.000001
4d2c,0.01525879,0.03814697,99.9465942,-3.524024,-2.4692831,0.00000095
4d3c,0.03662109,0.07629395,99.887085,-2.0015707,-0.9881163,0
4d4c,22.9614258,77.0385861,0,11.1989591,11.2109089,0
4d2d,3.7689209,95.8465695,0.38450956,1.19112015,1.19759846,0
4d3d,13.8427734,86.0962033,0.06102324,3.1899457,3.18678141,0
4d2h,0.01525879,0.03814697,99.9465942,-3.524024,-2.4692831,0.00000095
4d3h,0.03662109,0.07629395,99.887085,-2.0015707,-0.9881163,0
4d2s,0.01525879,0.03814697,99.9465942,-3.524024,-2.4692831,0.00000095
4d3s,0.03662109,0.07629395,99.887085,-2.0015707,-0.9881163,0
5d2c,0.03662109,0.06561279,99.8977661,-2.8272152,-1.9762602,0.00000095
5d3c,0.10070801,12.1520996,87.7471924,-0.728261,-0.0002089,0
5d4c,0.19378662,34.0332031,65.7730103,-0.3528328,0.00052166,0
5d5c,60.4736447,39.5263672,0,13.9239285,13.9140678,0.00000095
5d2d,15.8691406,84.0576291,0.07323027,1.57888317,1.57309341,0
5d3d,2.0111084,97.9263425,0.06254911,3.67669582,3.67959881,0
5d4d,95.816052,4.13818359,0.04576445,4.76526976,4.6642561,0
5d2h,0.03662109,0.06561279,99.8977661,-2.8272152,-1.9762602,0.00000095
5d3h,0.10070801,12.1520996,87.7471924,-0.728261,-0.0002089,0
5d4h,0.19378662,34.0332031,65.7730103,-0.3528328,0.00052166,0
5d2s,0.03662109,0.06561279,99.8977661,-2.8272152,-1.9762602,0.00000095
5d3s,0.10070801,12.1520996,87.7471924,-0.728261,-0.0002089,0
5d4s,0.19378662,34.0332031,65.7730103,-0.3528328,0.00052166,0
6d2c,0.01525879,0.03814697,99.9465942,-5.4605026,-3.8075705,0
6d3c,0.03662109,0.06256104,99.9008179,-3.0698681,-2.1092024,0
6d4c,0.03662109,0.07629395,99.887085,-2.2024269,-1.232089,0
6d5c,7.15332031,90.850842,1.99583769,0.08498955,0.08795166,0.00000095
6d6c,74.633801,25.3662109,0,17.570034,17.5714254,0
6d2d,0.340271,98.1765866,1.48314238,-0.1068783,0.3079052,0
6d3d,25.5126953,74.4384885,0.0488162,2.52660465,2.52061176,0
6d4d,29.0283203,70.9228635,0.0488162,3.37211657,3.36236334,0.00000095
6d5d,96.3836789,3.5736084,0.04271269,5.61833811,5.23659945,0.00000095
6d2h,0.01525879,0.03814697,99.9465942,-5.4605026,-3.8075705,0
6d3h,0.03662109,0.06256104,99.9008179,-3.0698681,-2.1092024,0
6d4h,0.03662109,0.07629395,99.887085,-2.2024269,-1.232089,0
6d5h,7.15332031,90.850842,1.99583769,0.08498955,0.08795166,0.00000095
6d2s,0.01525879,0.03814697,99.9465942,-5.4605026,-3.8075705,0
6d3s,0.03662109,0.06256104,99.9008179,-3.0698681,-2.1092024,0
6d4s,0.03662109,0.07629395,99.887085,-2.2024269,-1.232089,0
6d5s,7.15332031,90.850842,1.99583769,0.08498955,0.08795166,0.00000095
7d2c,0.01525879,0.03662109,99.9481201,-6.0783253,-4.3238249,0
7d3c,0.03662109,0.06256104,99.9008179,-3.898654,-3.0730782,0
7d4c,0.03662109,0.06256104,99.9008179,-2.4988441,-1.6159191,0
7d5c,0.21972656,63.4765744,36.303699,-0.1080933,0.00069809,0
7d6c,22.8881836,77.0263791,0.0854373,1.09742355,1.10067368,0
7d7c,96.8963742,3.1036377,0,21.2630749,21.2465887,0
7d2d,0.19073486,0.21362305,99.5956421,-1.1616278,-0.4013662,0.00000095
7d3d,2.82897949,96.5179563,0.65306425,0.69754314,0.70481491,0
7d4d,42.5048828,57.446301,0.0488162,3.18484402,3.17409515,0
7d5d,63.5009885,36.4746094,0.02440214,4.43171883,4.41003942,-0.000001
7d6d,98.0102658,1.98974609,0,6.89041257,6.26439691,0
